2019-02-06 10:38:54,793 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@e45f292: startup date [Wed Feb 06 10:38:54 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-02-06 10:38:56,734 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-02-06 10:38:56,785 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-02-06 10:38:56,817 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-02-06 10:38:56,870 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@1bd39d3c{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-02-06 10:38:56,922 | INFO  | Listening for connections at ws://LAPTOP-CPIH0AFD:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-02-06 10:38:56,922 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-02-06 10:38:56,924 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-3926-1549445936534-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-02-06 10:38:56,924 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-02-06 10:38:57,543 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-02-06 10:38:58,108 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-02-06 10:38:58,108 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-02-06 10:38:58,169 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-02-06 10:38:58,381 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-02-06 10:38:58,598 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-02-06 10:58:42,857 | WARN  | Transport Connection to: tcp://127.0.0.1:4090 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4090@61616
2019-02-06 11:01:29,957 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp2035381640-51
2019-02-06 12:00:12,037 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@5b0efc25[p=1,l=337,c=16384,r=336]={\x00<<<\x00\x01M\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.15.8>>>jsp\r\nAccept-Encod...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:00:12,042 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@ab4c62f{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:02:08,991 | WARN  | Transport Connection to: tcp://127.0.0.1:4481 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4481@61616
2019-02-06 12:02:20,995 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@5b0efc25[p=1,l=337,c=16384,r=336]={\x00<<<\x00\x01M\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.15.8>>>jsp\r\nAccept-Encod...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp2035381640-49
2019-02-06 12:02:20,997 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@75589336{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp2035381640-49
2019-02-06 12:04:13,700 | WARN  | Transport Connection to: tcp://127.0.0.1:4504 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4504@61616
2019-02-06 12:04:25,488 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@5b0efc25[p=1,l=337,c=16384,r=336]={\x00<<<\x00\x01M\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.15.8>>>jsp\r\nAccept-Encod...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp2035381640-42
2019-02-06 12:04:25,488 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@23db9abe{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp2035381640-42
2019-02-06 12:04:45,869 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@5b0efc25[p=1,l=337,c=16384,r=336]={\x00<<<\x00\x01M\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.15.8>>>cept: text/html,a...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:04:45,870 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@1ec0658a{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:04:47,383 | WARN  | Illegal character 0x0 in state=START for buffer HeapByteBuffer@1df93162[p=1,l=337,c=16384,r=336]={\x00<<<\x00\x01M\x01ActiveMQ\x00\x00\x00\x0c\x01...ersion\t\x00\x065.15.8>>>image/webp,image/...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:04:47,383 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@7581c335{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp2035381640-51
2019-02-06 12:05:28,301 | WARN  | Transport Connection to: tcp://127.0.0.1:4526 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4526@61616
2019-02-06 12:11:51,462 | WARN  | Transport Connection to: tcp://127.0.0.1:4554 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4554@61616
2019-02-06 12:11:51,474 | WARN  | Transport Connection to: tcp://127.0.0.1:4557 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4557@61616
2019-02-06 13:19:01,880 | WARN  | Transport Connection to: tcp://127.0.0.1:4626 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4626@61616
2019-02-06 13:19:01,894 | WARN  | Transport Connection to: tcp://127.0.0.1:4623 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:4623@61616
2019-02-06 13:24:51,213 | WARN  | Transport Connection to: tcp://127.0.0.1:5073 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5073@61616
2019-02-06 14:01:30,133 | WARN  | Transport Connection to: tcp://127.0.0.1:5673 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5673@61616
2019-02-06 14:01:31,539 | WARN  | Transport Connection to: tcp://127.0.0.1:5676 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5676@61616
2019-02-06 14:10:37,069 | WARN  | Transport Connection to: tcp://127.0.0.1:5716 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5716@61616
2019-02-06 14:12:40,899 | WARN  | Transport Connection to: tcp://127.0.0.1:5738 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5738@61616
2019-02-06 14:13:04,080 | WARN  | Transport Connection to: tcp://127.0.0.1:5760 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5760@61616
2019-02-06 14:13:04,115 | WARN  | Transport Connection to: tcp://127.0.0.1:5757 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5757@61616
2019-02-06 14:15:51,951 | WARN  | Transport Connection to: tcp://127.0.0.1:5794 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5794@61616
2019-02-06 14:15:51,987 | WARN  | Transport Connection to: tcp://127.0.0.1:5796 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5796@61616
2019-02-06 14:19:19,692 | WARN  | Transport Connection to: tcp://127.0.0.1:5818 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5818@61616
2019-02-06 14:19:19,715 | WARN  | Transport Connection to: tcp://127.0.0.1:5815 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5815@61616
2019-02-06 14:53:27,536 | WARN  | Transport Connection to: tcp://127.0.0.1:5951 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5951@61616
2019-02-06 14:53:27,546 | WARN  | Transport Connection to: tcp://127.0.0.1:5948 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5948@61616
2019-02-06 14:53:27,561 | WARN  | Transport Connection to: tcp://127.0.0.1:5941 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:5941@61616
2019-02-06 15:08:03,777 | WARN  | Transport Connection to: tcp://127.0.0.1:6018 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6018@61616
2019-02-06 15:08:03,794 | WARN  | Transport Connection to: tcp://127.0.0.1:6011 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6011@61616
2019-02-06 15:08:03,818 | WARN  | Transport Connection to: tcp://127.0.0.1:6021 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6021@61616
2019-02-06 15:17:52,867 | WARN  | Transport Connection to: tcp://127.0.0.1:6038 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6038@61616
2019-02-06 15:18:18,481 | WARN  | Transport Connection to: tcp://127.0.0.1:6072 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6072@61616
2019-02-06 15:18:18,493 | WARN  | Transport Connection to: tcp://127.0.0.1:6079 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6079@61616
2019-02-06 15:18:18,493 | WARN  | Transport Connection to: tcp://127.0.0.1:6080 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6080@61616
2019-02-06 15:18:18,510 | WARN  | Transport Connection to: tcp://127.0.0.1:6083 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6083@61616
2019-02-06 15:31:20,108 | WARN  | Transport Connection to: tcp://127.0.0.1:6127 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6127@61616
2019-02-06 15:31:20,125 | WARN  | Transport Connection to: tcp://127.0.0.1:6122 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6122@61616
2019-02-06 15:31:20,125 | WARN  | Transport Connection to: tcp://127.0.0.1:6124 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6124@61616
2019-02-06 15:31:20,139 | WARN  | Transport Connection to: tcp://127.0.0.1:6115 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6115@61616
2019-02-06 15:36:31,116 | WARN  | Transport Connection to: tcp://127.0.0.1:6163 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6163@61616
2019-02-06 15:36:31,128 | WARN  | Transport Connection to: tcp://127.0.0.1:6173 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6173@61616
2019-02-06 15:36:31,143 | WARN  | Transport Connection to: tcp://127.0.0.1:6170 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6170@61616
2019-02-06 15:36:31,143 | WARN  | Transport Connection to: tcp://127.0.0.1:6174 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6174@61616
2019-02-06 15:42:33,365 | WARN  | Transport Connection to: tcp://127.0.0.1:6200 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6200@61616
2019-02-06 15:42:33,365 | WARN  | Transport Connection to: tcp://127.0.0.1:6206 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6206@61616
2019-02-06 15:42:33,383 | WARN  | Transport Connection to: tcp://127.0.0.1:6193 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6193@61616
2019-02-06 15:42:33,400 | WARN  | Transport Connection to: tcp://127.0.0.1:6205 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6205@61616
2019-02-06 15:45:21,436 | WARN  | Transport Connection to: tcp://127.0.0.1:6249 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6249@61616
2019-02-06 15:45:21,440 | WARN  | Transport Connection to: tcp://127.0.0.1:6256 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6256@61616
2019-02-06 15:45:21,451 | WARN  | Transport Connection to: tcp://127.0.0.1:6234 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6234@61616
2019-02-06 15:45:21,464 | WARN  | Transport Connection to: tcp://127.0.0.1:6237 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6237@61616
2019-02-06 15:45:21,475 | WARN  | Transport Connection to: tcp://127.0.0.1:6227 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6227@61616
2019-02-06 16:05:48,895 | WARN  | Transport Connection to: tcp://127.0.0.1:6278 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6278@61616
2019-02-06 16:05:48,909 | WARN  | Transport Connection to: tcp://127.0.0.1:6275 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6275@61616
2019-02-06 16:05:48,925 | WARN  | Transport Connection to: tcp://127.0.0.1:6268 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6268@61616
2019-02-06 16:09:53,043 | WARN  | Transport Connection to: tcp://127.0.0.1:6394 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6394@61616
2019-02-06 16:09:53,058 | WARN  | Transport Connection to: tcp://127.0.0.1:6401 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6401@61616
2019-02-06 16:10:05,569 | WARN  | Transport Connection to: tcp://127.0.0.1:6425 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6425@61616
2019-02-06 16:10:05,920 | WARN  | Transport Connection to: tcp://127.0.0.1:6418 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6418@61616
2019-02-06 16:10:35,069 | WARN  | Transport Connection to: tcp://127.0.0.1:6447 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6447@61616
2019-02-06 16:10:35,089 | WARN  | Transport Connection to: tcp://127.0.0.1:6450 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6450@61616
2019-02-06 16:10:35,105 | WARN  | Transport Connection to: tcp://127.0.0.1:6440 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6440@61616
2019-02-06 16:10:35,107 | WARN  | Transport Connection to: tcp://127.0.0.1:6451 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6451@61616
2019-02-06 16:16:32,584 | WARN  | Transport Connection to: tcp://127.0.0.1:6483 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6483@61616
2019-02-06 16:16:32,585 | WARN  | Transport Connection to: tcp://127.0.0.1:6494 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6494@61616
2019-02-06 16:16:32,605 | WARN  | Transport Connection to: tcp://127.0.0.1:6490 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6490@61616
2019-02-06 16:16:32,620 | WARN  | Transport Connection to: tcp://127.0.0.1:6493 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6493@61616
2019-02-06 16:27:23,663 | WARN  | Transport Connection to: tcp://127.0.0.1:6533 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6533@61616
2019-02-06 16:27:23,680 | WARN  | Transport Connection to: tcp://127.0.0.1:6526 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6526@61616
2019-02-06 16:27:23,699 | WARN  | Transport Connection to: tcp://127.0.0.1:6536 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6536@61616
2019-02-06 16:27:23,700 | WARN  | Transport Connection to: tcp://127.0.0.1:6537 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6537@61616
2019-02-06 16:32:41,916 | WARN  | Transport Connection to: tcp://127.0.0.1:6573 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6573@61616
2019-02-06 16:32:52,705 | WARN  | Transport Connection to: tcp://127.0.0.1:6593 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6593@61616
2019-02-06 16:33:35,897 | WARN  | Transport Connection to: tcp://127.0.0.1:6608 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6608@61616
2019-02-06 16:33:56,614 | WARN  | Transport Connection to: tcp://127.0.0.1:6627 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6627@61616
2019-02-06 16:33:56,623 | WARN  | Transport Connection to: tcp://127.0.0.1:6620 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6620@61616
2019-02-06 16:34:20,086 | WARN  | Transport Connection to: tcp://127.0.0.1:6653 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6653@61616
2019-02-06 16:34:20,101 | WARN  | Transport Connection to: tcp://127.0.0.1:6650 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6650@61616
2019-02-06 16:34:20,120 | WARN  | Transport Connection to: tcp://127.0.0.1:6642 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6642@61616
2019-02-06 16:34:20,122 | WARN  | Transport Connection to: tcp://127.0.0.1:6654 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:6654@61616
2019-02-13 09:42:52,430 | WARN  | Transport Connection to: tcp://127.0.0.1:16888 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:16888@61616
2019-02-13 09:42:52,456 | WARN  | Transport Connection to: tcp://127.0.0.1:16880 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:16880@61616
2019-02-20 09:00:12,859 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1a295a3d: startup date [Wed Feb 20 09:00:12 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-02-20 09:00:13,878 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Semester 6\DPI\Apache ActiveMQ\apache-activemq-5.15.8\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-20 09:00:14,155 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-02-20 09:00:14,158 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 10 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-02-20 09:00:14,160 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-02-20 09:00:14,224 | INFO  | PListStore:[D:\Semester 6\DPI\Apache ActiveMQ\apache-activemq-5.15.8\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-02-20 09:00:14,393 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-8681-1550649614234-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-20 09:00:14,481 | INFO  | Listening for connections at: tcp://LAPTOP-CPIH0AFD:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,482 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-20 09:00:14,495 | INFO  | Listening for connections at: amqp://LAPTOP-CPIH0AFD:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,496 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-20 09:00:14,500 | INFO  | Listening for connections at: stomp://LAPTOP-CPIH0AFD:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,500 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
